,datetime,temp,humid,precip,precip_form,windspd
1854,2021-03-19-06, 18.900000 , 34.000000 , 0.000000 ,0.0, 1.300000 
1855,2021-03-19-07, 18.700001 , 35.000000 , 0.000000 ,0.0, 0.800000 
1856,2021-03-19-08, 16.500000 , 47.000000 , 0.000000 ,0.0, 2.800000 
1857,2021-03-19-09, 14.500000 , 52.000000 , 0.000000 ,0.0, 1.800000 
1858,2021-03-19-10, 13.100000 , 60.000000 , 0.000000 ,0.0, 0.400000 
1859,2021-03-19-11, 11.500000 , 68.000000 , 0.000000 ,0.0, 0.400000 
1860,2021-03-19-12, 12.100000 , 65.000000 , 0.000000 ,0.0, 0.800000 
1861,2021-03-19-13, 11.500000 , 70.000000 , 0.000000 ,0.0, 0.400000 
1862,2021-03-19-14, 10.800000 , 72.000000 , 0.000000 ,0.0, 0.300000 
1863,2021-03-19-15, 10.500000 , 74.000000 , 0.000000 ,0.0, 1.000000 
1864,2021-03-19-16, 10.700000 , 68.000000 , 0.000000 ,0.0, 1.300000 
1865,2021-03-19-17, 10.600000 , 66.000000 , 0.000000 ,0.0, 0.900000 
1866,2021-03-19-18, 9.700000 , 76.000000 , 0.000000 ,0.0, 0.700000 
1867,2021-03-19-19, 9.500000 , 77.000000 , 0.000000 ,0.0, 0.300000 
1868,2021-03-19-20, 9.300000 , 77.000000 , 0.000000 ,0.0, 0.400000 
1869,2021-03-19-21, 9.200000 , 78.000000 , 0.000000 ,0.0, 1.100000 
1870,2021-03-19-22, 9.600000 , 76.000000 , 0.000000 ,0.0, 1.200000 
1871,2021-03-19-23, 10.000000 , 70.000000 , 0.000000 ,0.0, 1.000000 
1872,2021-03-20-00, 9.200000 , 83.000000 , 0.400000 ,1.0, 0.100000 
1873,2021-03-20-01, 8.800000 , 87.000000 , 0.700000 ,1.0, 0.800000 
1874,2021-03-20-02, 8.200000 , 90.000000 , 0.900000 ,1.0, 0.300000 
1875,2021-03-20-03, 8.500000 , 89.000000 , 0.200000 ,0.0, 0.400000 
1876,2021-03-20-04, 8.300000 , 92.000000 , 0.300000 ,1.0, 0.800000 
1877,2021-03-20-05, 8.800000 , 89.000000 , 0.100000 ,0.0, 1.400000 
1878,2021-03-20-06, 8.800000 , 91.000000 , 0.000000 ,0.0, 1.100000 
1879,2021-03-20-07, 8.900000 , 88.000000 , 0.000000 ,0.0, 0.900000 
1880,2021-03-20-08, 9.000000 , 87.000000 , 0.000000 ,0.0, 1.200000 
1881,2021-03-20-09, 8.700000 , 92.000000 , 0.000000 ,0.0, 0.100000 
1882,2021-03-20-10, 8.000000 , 96.000000 , 0.300000 ,1.0, 0.600000 
1883,2021-03-20-11, 8.100000 , 98.000000 , 0.000000 ,0.0, 0.000000 
1884,2021-03-20-12, 8.000000 , 98.000000 , 0.000000 ,0.0, 0.900000 
1885,2021-03-20-13, 8.100000 , 98.000000 , 0.000000 ,0.0, 0.100000 
1886,2021-03-20-14, 7.900000 , 98.000000 , 0.000000 ,0.0, 0.200000 
1887,2021-03-20-15, 7.700000 , 98.000000 , 0.000000 ,0.0, 1.000000 
1888,2021-03-20-16, 7.600000 , 98.000000 , 0.000000 ,0.0, 0.000000 
1889,2021-03-20-17, 7.600000 , 97.000000 , 0.000000 ,0.0, 0.000000 
1890,2021-03-20-18, 7.400000 , 90.000000 , 0.000000 ,0.0, 1.600000 
1891,2021-03-20-19, 6.900000 , 83.000000 , 0.000000 ,0.0, 3.000000 
1892,2021-03-20-20, 5.900000 , 90.000000 , 0.000000 ,0.0, 0.800000 
1893,2021-03-20-21, 5.100000 , 82.000000 , 0.000000 ,0.0, 0.800000 
1894,2021-03-20-22, 5.600000 , 79.000000 , 0.000000 ,0.0, 1.400000 
1895,2021-03-20-23, 5.900000 , 77.000000 , 0.000000 ,0.0, 4.400000 
1896,2021-03-21-00, 5.700000 , 77.000000 , 0.000000 ,0.0, 4.300000 
1897,2021-03-21-01, 7.100000 , 59.000000 , 0.000000 ,0.0, 4.200000 
1898,2021-03-21-02, 5.500000 , 70.000000 , 0.000000 ,1.0, 5.500000 
1899,2021-03-21-03, 8.000000 , 49.000000 , 0.000000 ,0.0, 5.300000 
1900,2021-03-21-04, 9.400000 , 38.000000 , 0.000000 ,0.0, 4.400000 
1901,2021-03-21-05, 9.600000 , 38.000000 , 0.000000 ,0.0, 4.800000 
1902,2021-03-21-06, 9.200000 , 33.000000 , 0.000000 ,0.0, 4.100000 
1903,2021-03-21-07, 7.600000 , 37.000000 , 0.000000 ,0.0, 4.600000 
1904,2021-03-21-08, 5.900000 , 42.000000 , 0.000000 ,0.0, 4.900000 
1905,2021-03-21-09, 5.200000 , 49.000000 , 0.000000 ,0.0, 3.000000 
1906,2021-03-21-10, 4.900000 , 51.000000 , 0.000000 ,0.0, 3.300000 
1907,2021-03-21-11, 4.700000 , 53.000000 , 0.000000 ,0.0, 2.600000 
1908,2021-03-21-12, 3.200000 , 62.000000 , 0.000000 ,0.0, 1.000000 
1909,2021-03-21-13, 3.300000 , 64.000000 , 0.000000 ,0.0, 1.400000 
1910,2021-03-21-14, 3.200000 , 66.000000 , 0.000000 ,0.0, 0.400000 
1911,2021-03-21-15, 3.700000 , 55.000000 , 0.000000 ,0.0, 1.800000 
1912,2021-03-21-16, 3.500000 , 53.000000 , 0.000000 ,0.0, 1.800000 
1913,2021-03-21-17, 1.600000 , 64.000000 , 0.000000 ,0.0, 0.900000 
1914,2021-03-21-18, 0.800000 , 63.000000 , 0.000000 ,0.0, 0.500000 
1915,2021-03-21-19, -0.200000 , 69.000000 , 0.000000 ,0.0, 1.700000 
1916,2021-03-21-20, -0.700000 , 71.000000 , 0.000000 ,0.0, 1.500000 
1917,2021-03-21-21, -1.000000 , 75.000000 , 0.000000 ,0.0, 0.700000 
1918,2021-03-21-22, 2.500000 , 54.000000 , 0.000000 ,0.0, 0.400000 
1919,2021-03-21-23, 4.600000 , 44.000000 , 0.000000 ,0.0, 1.400000 
1920,2021-03-22-00, 6.300000 , 34.000000 , 0.000000 ,0.0, 2.200000 
1921,2021-03-22-01, 8.700000 , 26.000000 , 0.000000 ,0.0, 2.900000 
1922,2021-03-22-02, 9.500000 , 23.000000 , 0.000000 ,0.0, 5.900000 
1923,2021-03-22-03, 10.200000 , 23.000000 , 0.000000 ,0.0, 4.900000 
1924,2021-03-22-04, 10.900000 , 22.000000 , 0.000000 ,0.0, 6.100000 
1925,2021-03-22-05, 10.900000 , 25.000000 , 0.000000 ,0.0, 6.700000 
1926,2021-03-22-06, 10.600000 , 28.000000 , 0.000000 ,0.0, 3.300000 
1927,2021-03-22-07, 10.300000 , 31.000000 , 0.000000 ,0.0, 3.300000 
1928,2021-03-22-08, 9.200000 , 37.000000 , 0.000000 ,0.0, 4.100000 
1929,2021-03-22-09, 8.100000 , 43.000000 , 0.000000 ,0.0, 3.600000 
1930,2021-03-22-10, 7.600000 , 39.000000 , 0.000000 ,0.0, 3.200000 
1931,2021-03-22-11, 4.900000 , 54.000000 , 0.000000 ,0.0, 1.100000 
1932,2021-03-22-12, 3.100000 , 61.000000 , 0.000000 ,0.0, 1.000000 
1933,2021-03-22-13, 2.100000 , 65.000000 , 0.000000 ,0.0, 1.200000 
1934,2021-03-22-14, 2.300000 , 63.000000 , 0.000000 ,0.0, 1.200000 
1935,2021-03-22-15, 0.400000 , 73.000000 , 0.000000 ,0.0, 0.300000 
1936,2021-03-22-16, 0.000000 , 79.000000 , 0.000000 ,0.0, 0.300000 
1937,2021-03-22-17, -0.500000 , 85.000000 , 0.000000 ,0.0, 0.600000 
1938,2021-03-22-18, -0.100000 , 84.000000 , 0.000000 ,0.0, 1.300000 
1939,2021-03-22-19, -1.300000 , 90.000000 , 0.000000 ,0.0, 0.100000 
1940,2021-03-22-20, -2.300000 , 92.000000 , 0.000000 ,0.0, 0.200000 
1941,2021-03-22-21, -1.300000 , 93.000000 , 0.000000 ,0.0, 0.200000 
1942,2021-03-22-22, 1.900000 , 85.000000 , 0.000000 ,0.0, 0.500000 
1943,2021-03-22-23, 4.400000 , 73.000000 , 0.000000 ,0.0, 0.500000 
1944,2021-03-23-00, 6.800000 , 61.000000 , 0.000000 ,0.0, 2.400000 
1945,2021-03-23-01, 9.400000 , 51.000000 , 0.000000 ,0.0, 1.700000 
1946,2021-03-23-02, 11.600000 , 45.000000 , 0.000000 ,0.0, 1.600000 
1947,2021-03-23-03, 14.400000 , 34.000000 , 0.000000 ,0.0, 4.900000 
1948,2021-03-23-04, 16.299999 , 28.000000 , 0.000000 ,0.0, 5.200000 
1949,2021-03-23-05, 16.900000 , 27.000000 , 0.000000 ,0.0, 5.300000 
1950,2021-03-23-06, 17.100000 , 21.000000 , 0.000000 ,0.0, 6.300000 
1951,2021-03-23-07, 15.200000 , 21.000000 , 0.000000 ,0.0, 6.800000 
1952,2021-03-23-08, 13.900000 , 24.000000 , 0.000000 ,0.0, 7.300000 
1953,2021-03-23-09, 12.300000 , 32.000000 , 0.000000 ,0.0, 2.500000 
1954,2021-03-23-10, 11.500000 , 36.000000 , 0.000000 ,0.0, 1.400000 
1955,2021-03-23-11, 10.000000 , 41.000000 , 0.000000 ,0.0, 0.900000 
1956,2021-03-23-12, 6.700000 , 57.000000 , 0.000000 ,0.0, 0.700000 
1957,2021-03-23-13, 5.100000 , 65.000000 , 0.000000 ,0.0, 0.900000 
1958,2021-03-23-14, 5.000000 , 66.000000 , 0.000000 ,0.0, 1.200000 
1959,2021-03-23-15, 4.400000 , 68.000000 , 0.000000 ,0.0, 1.000000 
1960,2021-03-23-16, 2.700000 , 77.000000 , 0.000000 ,0.0, 0.600000 
1961,2021-03-23-17, 1.700000 , 84.000000 , 0.000000 ,0.0, 0.000000 
1962,2021-03-23-18, 1.000000 , 86.000000 , 0.000000 ,0.0, 0.400000 
1963,2021-03-23-19, 0.300000 , 86.000000 , 0.000000 ,0.0, 0.000000 
1964,2021-03-23-20, 0.000000 , 89.000000 , 0.000000 ,0.0, 0.100000 
1965,2021-03-23-21, 0.800000 , 89.000000 , 0.000000 ,0.0, 0.600000 
1966,2021-03-23-22, 2.700000 , 86.000000 , 0.000000 ,0.0, 0.500000 
1967,2021-03-23-23, 5.600000 , 70.000000 , 0.000000 ,0.0, 0.200000 
1968,2021-03-24-00, 8.700000 , 56.000000 , 0.000000 ,0.0, 0.700000 
1969,2021-03-24-01, 11.000000 , 44.000000 , 0.000000 ,0.0, 2.100000 
1970,2021-03-24-02, 12.500000 , 39.000000 , 0.000000 ,0.0, 3.000000 
1971,2021-03-24-03, 14.300000 , 36.000000 , 0.000000 ,0.0, 2.800000 
1972,2021-03-24-04, 15.800000 , 34.000000 , 0.000000 ,0.0, 4.600000 
1973,2021-03-24-05, 16.400000 , 31.000000 , 0.000000 ,0.0, 5.300000 
1974,2021-03-24-06, 16.299999 , 32.000000 , 0.000000 ,0.0, 5.100000 
1975,2021-03-24-07, 16.000000 , 32.000000 , 0.000000 ,0.0, 4.700000 
1976,2021-03-24-08, 15.000000 , 33.000000 , 0.000000 ,0.0, 3.300000 
1977,2021-03-24-09, 12.400000 , 45.000000 , 0.000000 ,0.0, 1.700000 
1978,2021-03-24-10, 9.300000 , 59.000000 , 0.000000 ,0.0, 1.000000 
1979,2021-03-24-11, 8.900000 , 60.000000 , 0.000000 ,0.0, 1.300000 
1980,2021-03-24-12, 7.500000 , 67.000000 , 0.000000 ,0.0, 0.700000 
1981,2021-03-24-13, 6.600000 , 74.000000 , 0.000000 ,0.0, 1.400000 
1982,2021-03-24-14, 5.500000 , 77.000000 , 0.000000 ,0.0, 1.200000 
1983,2021-03-24-15, -50.000000 , -1.000000 , -1.000000 ,-1.0, -1.000000 
1984,2021-03-24-16, 4.300000 , 87.000000 , 0.000000 ,0.0, 0.900000 
1985,2021-03-24-17, 3.000000 , 93.000000 , 0.000000 ,0.0, 0.700000 
1986,2021-03-24-18, 2.100000 , 94.000000 , 0.000000 ,0.0, 0.500000 
1987,2021-03-24-19, 1.400000 , 95.000000 , 0.000000 ,0.0, 0.400000 
1988,2021-03-24-20, 1.800000 , 96.000000 , 0.000000 ,0.0, 0.900000 
1989,2021-03-24-21, 1.600000 , 96.000000 , 0.000000 ,0.0, 0.300000 
1990,2021-03-24-22, 4.700000 , 92.000000 , 0.000000 ,0.0, 0.100000 
1991,2021-03-24-23, 7.400000 , 79.000000 , 0.000000 ,0.0, 1.000000 
1992,2021-03-25-00, 10.500000 , 68.000000 , 0.000000 ,0.0, 0.700000 
1993,2021-03-25-01, 12.600000 , 59.000000 , 0.000000 ,0.0, 1.500000 
1994,2021-03-25-02, 14.300000 , 54.000000 , 0.000000 ,0.0, 2.200000 
1995,2021-03-25-03, 16.600000 , 45.000000 , 0.000000 ,0.0, 1.100000 
1996,2021-03-25-04, 18.200001 , 36.000000 , 0.000000 ,0.0, 2.200000 
1997,2021-03-25-05, 20.100000 , 30.000000 , 0.000000 ,0.0, 4.600000 
1998,2021-03-25-06, 20.299999 , 25.000000 , 0.000000 ,0.0, 5.500000 
1999,2021-03-25-07, 19.799999 , 24.000000 , 0.000000 ,0.0, 4.200000 
2000,2021-03-25-08, 18.100000 , 24.000000 , 0.000000 ,0.0, 3.400000 
2001,2021-03-25-09, 16.100000 , 27.000000 , 0.000000 ,0.0, 3.300000 
2002,2021-03-25-10, 13.800000 , 38.000000 , 0.000000 ,0.0, 2.400000 
2003,2021-03-25-11, 11.800000 , 46.000000 , 0.000000 ,0.0, 1.900000 
2004,2021-03-25-12, 9.800000 , 55.000000 , 0.000000 ,0.0, 1.400000 
2005,2021-03-25-13, 8.700000 , 60.000000 , 0.000000 ,0.0, 2.000000 
2006,2021-03-25-14, 6.800000 , 69.000000 , 0.000000 ,0.0, 0.100000 
2007,2021-03-25-15, 5.900000 , 73.000000 , 0.000000 ,0.0, 0.400000 
2008,2021-03-25-16, 4.200000 , 81.000000 , 0.000000 ,0.0, 0.100000 
2009,2021-03-25-17, 3.400000 , 85.000000 , 0.000000 ,0.0, 0.300000 
2010,2021-03-25-18, 2.800000 , 90.000000 , 0.000000 ,0.0, 0.400000 
2011,2021-03-25-19, 1.900000 , 91.000000 , 0.000000 ,0.0, 0.000000 
2012,2021-03-25-20, 1.700000 , 93.000000 , 0.000000 ,0.0, 0.300000 
2013,2021-03-25-21, 1.900000 , 93.000000 , 0.000000 ,0.0, 0.100000 
2014,2021-03-25-22, 5.200000 , 85.000000 , 0.000000 ,0.0, 0.000000 
2015,2021-03-25-23, 8.300000 , 70.000000 , 0.000000 ,0.0, 0.500000 
2016,2021-03-26-00, 11.800000 , 54.000000 , 0.000000 ,0.0, 0.600000 
2017,2021-03-26-01, 14.400000 , 46.000000 , 0.000000 ,0.0, 0.800000 
2018,2021-03-26-02, 16.299999 , 32.000000 , 0.000000 ,0.0, 1.200000 
2019,2021-03-26-03, 17.600000 , 28.000000 , 0.000000 ,0.0, 1.600000 
2020,2021-03-26-04, 19.600000 , 19.000000 , 0.000000 ,0.0, 1.300000 
2021,2021-03-26-05, 20.600000 , 17.000000 , 0.000000 ,0.0, 1.900000 
2022,2021-03-26-06, 20.600000 , 20.000000 , 0.000000 ,0.0, 1.700000 
2023,2021-03-26-07, 20.500000 , 17.000000 , 0.000000 ,0.0, 0.700000 
2024,2021-03-26-08, 19.000000 , 25.000000 , 0.000000 ,0.0, 0.900000 
2025,2021-03-26-09, 14.800000 , 33.000000 , 0.000000 ,0.0, 0.800000 
2026,2021-03-26-10, 12.200000 , 42.000000 , 0.000000 ,0.0, 0.700000 
2027,2021-03-26-11, 9.900000 , 55.000000 , 0.000000 ,0.0, 0.500000 
2028,2021-03-26-12, 9.400000 , 59.000000 , 0.000000 ,0.0, 1.300000 
2029,2021-03-26-13, 8.200000 , 58.000000 , 0.000000 ,0.0, 0.300000 
2030,2021-03-26-14, 6.500000 , 73.000000 , 0.000000 ,0.0, 0.900000 
2031,2021-03-26-15, 6.000000 , 71.000000 , 0.000000 ,0.0, 0.200000 
2032,2021-03-26-16, 5.900000 , 74.000000 , 0.000000 ,0.0, 0.000000 
2033,2021-03-26-17, 5.800000 , 76.000000 , 0.000000 ,0.0, 0.800000 
2034,2021-03-26-18, 5.500000 , 78.000000 , 0.000000 ,0.0, 0.300000 
2035,2021-03-26-19, 5.400000 , 80.000000 , 0.000000 ,0.0, 0.900000 
2036,2021-03-26-20, 4.800000 , 81.000000 , 0.000000 ,0.0, 0.700000 
2037,2021-03-26-21, 5.500000 , 81.000000 , 0.000000 ,0.0, 0.500000 
2038,2021-03-26-22, 6.700000 , 74.000000 , 0.000000 ,0.0, 0.200000 
2039,2021-03-26-23, 9.000000 , 64.000000 , 0.000000 ,0.0, 0.200000 
2040,2021-03-27-00, 10.200000 , 59.000000 , 0.000000 ,0.0, 0.400000 
2041,2021-03-27-01, 11.200000 , 53.000000 , 0.000000 ,0.0, 0.300000 
2042,2021-03-27-02, 12.600000 , 51.000000 , 0.000000 ,0.0, 1.000000 
2043,2021-03-27-03, 14.900000 , 41.000000 , 0.000000 ,0.0, 0.300000 
2044,2021-03-27-04, 14.600000 , 55.000000 , 0.000000 ,1.0, 0.500000 
2045,2021-03-27-05, 11.600000 , 88.000000 , 0.800000 ,1.0, 0.800000 
2046,2021-03-27-06, 11.100000 , 88.000000 , 1.000000 ,1.0, 0.600000 
2047,2021-03-27-07, 10.600000 , 95.000000 , 0.900000 ,1.0, 0.700000 
2048,2021-03-27-08, 10.100000 , 97.000000 , 1.900000 ,1.0, 0.800000 
2049,2021-03-27-09, 9.700000 , 99.000000 , 4.000000 ,1.0, 0.800000 
2050,2021-03-27-10, 9.700000 , 99.000000 , 3.300000 ,1.0, 0.200000 
2051,2021-03-27-11, 9.700000 , 100.000000 , 2.600000 ,1.0, 0.000000 
2052,2021-03-27-12, 9.700000 , 100.000000 , 1.800000 ,1.0, 0.600000 
2053,2021-03-27-13, 9.600000 , 100.000000 , 1.600000 ,1.0, 0.000000 
2054,2021-03-27-14, 9.600000 , 100.000000 , 0.700000 ,1.0, 0.000000 
2055,2021-03-27-15, 9.600000 , 100.000000 , 2.900000 ,1.0, 0.500000 
2056,2021-03-27-16, 9.600000 , 100.000000 , 2.000000 ,1.0, 0.200000 
2057,2021-03-27-17, 9.700000 , 100.000000 , 0.800000 ,1.0, 0.000000 
2058,2021-03-27-18, 9.500000 , 100.000000 , 2.300000 ,1.0, 0.000000 
2059,2021-03-27-19, 9.600000 , 100.000000 , 0.600000 ,1.0, 0.700000 
2060,2021-03-27-20, 10.700000 , 100.000000 , 0.600000 ,1.0, 1.000000 
2061,2021-03-27-21, 10.700000 , 100.000000 , 0.600000 ,1.0, 2.800000 
2062,2021-03-27-22, 9.900000 , 98.000000 , 1.200000 ,1.0, 3.600000 
2063,2021-03-27-23, 9.900000 , 98.000000 , 0.400000 ,1.0, 0.600000 
2064,2021-03-28-00, 9.600000 , 94.000000 , 0.000000 ,0.0, 3.000000 
2065,2021-03-28-01, 9.400000 , 94.000000 , 0.000000 ,0.0, 3.800000 
2066,2021-03-28-02, 9.900000 , 92.000000 , 0.000000 ,0.0, 4.200000 
2067,2021-03-28-03, 10.500000 , 90.000000 , 0.000000 ,0.0, 4.400000 
2068,2021-03-28-04, 10.800000 , 91.000000 , 0.000000 ,0.0, 4.200000 
2069,2021-03-28-05, 10.300000 , 92.000000 , 0.000000 ,0.0, 3.900000 
2070,2021-03-28-06, 10.100000 , 93.000000 , 0.000000 ,0.0, 4.000000 
2071,2021-03-28-07, 10.200000 , 92.000000 , 0.000000 ,0.0, 2.900000 
2072,2021-03-28-08, 10.200000 , 89.000000 , 0.000000 ,0.0, 3.200000 
2073,2021-03-28-09, 9.900000 , 88.000000 , 0.000000 ,0.0, 2.700000 
2074,2021-03-28-10, 9.700000 , 90.000000 , 0.000000 ,0.0, 2.600000 
2075,2021-03-28-11, 9.800000 , 88.000000 , 0.000000 ,0.0, 1.700000 
2076,2021-03-28-12, 9.800000 , 89.000000 , 0.000000 ,0.0, 1.200000 
2077,2021-03-28-13, 9.200000 , 93.000000 , 0.100000 ,1.0, 0.100000 
2078,2021-03-28-14, 8.900000 , 98.000000 , 0.100000 ,0.0, 1.200000 
2079,2021-03-28-15, 9.100000 , 99.000000 , 0.100000 ,0.0, 0.800000 
2080,2021-03-28-16, 9.400000 , 98.000000 , 0.000000 ,0.0, 1.000000 
2081,2021-03-28-17, 9.500000 , 95.000000 , 0.000000 ,0.0, 2.300000 
2082,2021-03-28-18, 9.400000 , 92.000000 , 0.000000 ,0.0, 0.500000 
2083,2021-03-28-19, 9.000000 , 91.000000 , 0.000000 ,0.0, 1.300000 
2084,2021-03-28-20, 8.500000 , 92.000000 , 0.000000 ,0.0, 0.900000 
2085,2021-03-28-21, 8.200000 , 92.000000 , 0.000000 ,0.0, 0.700000 
2086,2021-03-28-22, 9.700000 , 82.000000 , 0.000000 ,0.0, 0.600000 
2087,2021-03-28-23, 11.600000 , 44.000000 , 0.000000 ,0.0, 3.600000 
2088,2021-03-29-00, 12.300000 , 34.000000 , 0.000000 ,0.0, 4.100000 
2089,2021-03-29-01, 13.600000 , 33.000000 , 0.000000 ,0.0, 3.200000 
2090,2021-03-29-02, 14.600000 , 28.000000 , 0.000000 ,0.0, 4.900000 
2091,2021-03-29-03, 15.000000 , 26.000000 , 0.000000 ,0.0, 3.900000 
2092,2021-03-29-04, 15.600000 , 29.000000 , 0.000000 ,0.0, 5.400000 
2093,2021-03-29-05, 14.500000 , 30.000000 , 0.000000 ,0.0, 5.200000 
2094,2021-03-29-06, 14.600000 , 33.000000 , 0.000000 ,0.0, 4.900000 
2095,2021-03-29-07, 13.600000 , 36.000000 , 0.000000 ,0.0, 4.600000 
2096,2021-03-29-08, 12.700000 , 38.000000 , 0.000000 ,0.0, 3.900000 
2097,2021-03-29-09, 11.500000 , 42.000000 , 0.000000 ,0.0, 4.100000 
2098,2021-03-29-10, 10.600000 , 39.000000 , 0.000000 ,0.0, 2.900000 
2099,2021-03-29-11, 7.500000 , 62.000000 , 0.000000 ,0.0, 1.200000 
2100,2021-03-29-12, 6.400000 , 64.000000 , 0.000000 ,0.0, 0.900000 
2101,2021-03-29-13, 5.900000 , 64.000000 , 0.000000 ,0.0, 1.600000 
2102,2021-03-29-14, 4.100000 , 75.000000 , 0.000000 ,0.0, 0.500000 
2103,2021-03-29-15, 3.100000 , 80.000000 , 0.000000 ,0.0, 0.400000 
2104,2021-03-29-16, 2.400000 , 83.000000 , 0.000000 ,0.0, 0.700000 
2105,2021-03-29-17, 1.200000 , 88.000000 , 0.000000 ,0.0, 0.300000 
2106,2021-03-29-18, 0.400000 , 91.000000 , 0.000000 ,0.0, 0.100000 
2107,2021-03-29-19, -0.100000 , 92.000000 , 0.000000 ,0.0, 0.300000 
2108,2021-03-29-20, -0.300000 , 94.000000 , 0.000000 ,0.0, 0.000000 
2109,2021-03-29-21, 0.300000 , 92.000000 , 0.000000 ,0.0, 0.200000 
2110,2021-03-29-22, 3.300000 , 82.000000 , 0.000000 ,0.0, 0.400000 
2111,2021-03-29-23, 6.600000 , 63.000000 , 0.000000 ,0.0, 0.600000 
2112,2021-03-30-00, 9.500000 , 44.000000 , 0.000000 ,0.0, 0.900000 
2113,2021-03-30-01, 12.000000 , 35.000000 , 0.000000 ,0.0, 1.200000 
2114,2021-03-30-02, 14.300000 , 29.000000 , 0.000000 ,0.0, 2.100000 
2115,2021-03-30-03, 16.400000 , 23.000000 , 0.000000 ,0.0, 1.800000 
2116,2021-03-30-04, 17.700001 , 19.000000 , 0.000000 ,0.0, 3.100000 
2117,2021-03-30-05, 18.500000 , 17.000000 , 0.000000 ,0.0, 3.000000 
2118,2021-03-30-06, 19.100000 , 18.000000 , 0.000000 ,0.0, 3.300000 
2119,2021-03-30-07, 18.900000 , 18.000000 , 0.000000 ,0.0, 3.000000 
2120,2021-03-30-08, 17.400000 , 21.000000 , 0.000000 ,0.0, 3.000000 
2121,2021-03-30-09, 13.100000 , 38.000000 , 0.000000 ,0.0, 1.000000 
2122,2021-03-30-10, 10.000000 , 54.000000 , 0.000000 ,0.0, 0.500000 
2123,2021-03-30-11, 8.500000 , 59.000000 , 0.000000 ,0.0, 0.600000 
2124,2021-03-30-12, 7.100000 , 65.000000 , 0.000000 ,0.0, 1.500000 
2125,2021-03-30-13, 6.000000 , 74.000000 , 0.000000 ,0.0, 0.500000 
2126,2021-03-30-14, 5.600000 , 73.000000 , 0.000000 ,0.0, 1.300000 
2127,2021-03-30-15, 4.300000 , 79.000000 , 0.000000 ,0.0, 1.200000 
2128,2021-03-30-16, 3.200000 , 87.000000 , 0.000000 ,0.0, 0.400000 
2129,2021-03-30-17, 2.500000 , 89.000000 , 0.000000 ,0.0, 0.300000 
2130,2021-03-30-18, 2.000000 , 89.000000 , 0.000000 ,0.0, 0.800000 
2131,2021-03-30-19, 1.800000 , 90.000000 , 0.000000 ,0.0, 1.400000 
2132,2021-03-30-20, 0.700000 , 93.000000 , 0.000000 ,0.0, 0.400000 
2133,2021-03-30-21, 2.000000 , 92.000000 , 0.000000 ,0.0, 0.200000 
2134,2021-03-30-22, 5.400000 , 80.000000 , 0.000000 ,0.0, 0.500000 
2135,2021-03-30-23, 8.400000 , 64.000000 , 0.000000 ,0.0, 0.800000 
2136,2021-03-31-00, 11.900000 , 49.000000 , 0.000000 ,0.0, 0.200000 
2137,2021-03-31-01, 15.600000 , 41.000000 , 0.000000 ,0.0, 0.600000 
2138,2021-03-31-02, 17.799999 , 26.000000 , 0.000000 ,0.0, 2.200000 
2139,2021-03-31-03, 20.000000 , 18.000000 , 0.000000 ,0.0, 1.700000 
2140,2021-03-31-04, 21.400000 , 17.000000 , 0.000000 ,0.0, 1.500000 
2141,2021-03-31-05, 22.299999 , 15.000000 , 0.000000 ,0.0, 2.400000 
2142,2021-03-31-06, 22.299999 , 15.000000 , 0.000000 ,0.0, 2.100000 
2143,2021-03-31-07, 22.299999 , 15.000000 , 0.000000 ,0.0, 1.500000 
2144,2021-03-31-08, 21.100000 , 20.000000 , 0.000000 ,0.0, 0.300000 
2145,2021-03-31-09, 16.200001 , 33.000000 , 0.000000 ,0.0, 1.200000 
2146,2021-03-31-10, 13.100000 , 47.000000 , 0.000000 ,0.0, 1.500000 
2147,2021-03-31-11, 12.300000 , 49.000000 , 0.000000 ,0.0, 1.000000 
2148,2021-03-31-12, 11.500000 , 53.000000 , 0.000000 ,0.0, 0.600000 
2149,2021-03-31-13, 11.800000 , 52.000000 , 0.000000 ,0.0, 1.000000 
2150,2021-03-31-14, 9.800000 , 61.000000 , 0.000000 ,0.0, 1.000000 
2151,2021-03-31-15, 8.400000 , 70.000000 , 0.000000 ,0.0, 0.300000 
2152,2021-03-31-16, 7.500000 , 74.000000 , 0.000000 ,0.0, 0.400000 
2153,2021-03-31-17, 7.100000 , 74.000000 , 0.000000 ,0.0, 0.400000 
2154,2021-03-31-18, 6.000000 , 78.000000 , 0.000000 ,0.0, 0.500000 
2155,2021-03-31-19, 6.200000 , 75.000000 , 0.000000 ,0.0, 0.600000 
2156,2021-03-31-20, 6.000000 , 79.000000 , 0.000000 ,0.0, 0.600000 
2157,2021-03-31-21, 6.600000 , 77.000000 , 0.000000 ,0.0, 0.800000 
2158,2021-03-31-22, 11.400000 , 56.000000 , 0.000000 ,0.0, 0.500000 
2159,2021-03-31-23, 15.400000 , 32.000000 , 0.000000 ,0.0, 1.200000 
2160,2021-04-01-00, 18.100000 , 26.000000 , 0.000000 ,0.0, 1.700000 
2161,2021-04-01-01, 19.500000 , 22.000000 , 0.000000 ,0.0, 3.000000 
2162,2021-04-01-02, 21.100000 , 21.000000 , 0.000000 ,0.0, 2.400000 
2163,2021-04-01-03, 21.500000 , 22.000000 , 0.000000 ,0.0, 3.700000 
